id,vote_id,winner_id,loser_id,winner_text,loser_text,response_time_s
r3,4466679,237258,237251,University Of Arizona,University Of Texas At Austin,2.611
r3,4466680,237258,237305,University Of Arizona,Syracuse University Main Campus,1.821
r3,4466681,237319,237332,University Of South Carolina Columbia,University Of Delaware,2.73
r3,4466682,237242,237301,University Of North Carolina At Chapel Hill,Temple University,1.644
r3,4466683,237250,237326,Yale University,University of Victoria,2.571
r3,4466684,237305,237276,Syracuse University Main Campus,McGill University,2.126
r3,4466685,237274,237298,University Of Illinois At Chicago,University Of California-San Francisco,1.779
r3,4466686,237327,237298,University of Edinburgh,University Of California-San Francisco,2.25
r3,4466687,237295,237333,Michigan State University,Fordham University,2.943
r3,4466688,237241,237298,Stanford University,University Of California-San Francisco,1.67
r466,4466699,237285,237342,University Of Colorado At Boulder,Georgia State University,3.911
r466,4466701,237257,237274,University Of California-Irvine,University Of Illinois At Chicago,4.792
r466,4466702,237252,237279,London School of Economics,The New School for Social Research,2.627
r467,4466718,237275,237339,University Of Iowa,University Of New Mexico Main Campus,2.25
r467,4466719,237268,237266,University of Toronto,University Of California-Santa Barbara,2.771
r467,4466720,237252,237297,London School of Economics,State University Of New York At Binghamton,2.45
r467,4466721,237275,237310,University Of Iowa,University of North Carolina at Charlotte,2.174
r466,4466723,237236,237342,University Of Wisconsin-Madison,Georgia State University,2.038
r467,4466724,237312,237281,Northeastern University,University Of Virginia,5.963
r466,4466726,237257,237260,University Of California-Irvine,Rutgers The State University Of New Jersey New Brunswick Campus,2.72
r467,4466728,237308,237292,Australian National University,Rice University,2.139
r467,4466729,237273,237306,University of British Columbia,North Carolina State University,1.803
r467,4466730,237289,237253,Sciences Po (Institut Etudes Politiques de Paris),Penn State University,3.165
r467,4466732,237285,237317,University Of Colorado At Boulder,Loyola University Chicago,3.706
r466,4466733,237242,237278,University Of North Carolina At Chapel Hill,University Of Illinois At Urbana-Champaign,2.657
r467,4466734,237251,237295,University Of Texas At Austin,Michigan State University,2.003
r467,4466735,237324,237331,George Mason University,Bowling Green State University,3.047
r467,4466736,237234,237266,University Of California-Berkeley,University Of California-Santa Barbara,2.072
r467,4466737,237263,237318,University Of Massachusetts Amherst,University Of Nebraska - Lincoln,2.153
r467,4466738,237239,237270,Harvard University,City University Of New York Grad. Center,1.438
r467,4466740,237240,237273,University Of California-Los Angeles,University of British Columbia,2.493
r466,4466741,237252,237324,London School of Economics,George Mason University,2.22
r466,4466742,237254,237244,University Of Washington,University Of Pennsylvania,1.983
r466,4466743,237236,237331,University Of Wisconsin-Madison,Bowling Green State University,2.074
r466,4466744,237255,237266,Ohio State University Main Campus,University Of California-Santa Barbara,6.295
r74,4466745,237260,237304,Rutgers The State University Of New Jersey New Brunswick Campus,University Of Georgia,2.313
r466,4466747,237250,237274,Yale University,University Of Illinois At Chicago,1.991
r466,4466748,237238,237253,University Of Chicago,Penn State University,1.767
r466,4466749,237263,237307,University Of Massachusetts Amherst,Texas A & M University,3.182
r466,4466750,237242,237267,University Of North Carolina At Chapel Hill,Brown University,1.908
r466,4466752,237237,237271,Princeton University,State University Of New York At Stony Brook,1.877
r466,4466753,237309,237289,McMaster University,Sciences Po (Institut Etudes Politiques de Paris),4.831
r466,4466755,237262,237265,University Of California-Davis,University Of Notre Dame,2.637
r466,4466756,237244,237267,University Of Pennsylvania,Brown University,2.48
r466,4466758,237239,237316,Harvard University,University Of Florida,1.666
r466,4466760,237248,237292,Indiana University At Bloomington,Rice University,3.395
r466,4466761,237253,237312,Penn State University,Northeastern University,4.526
r466,4466762,237262,237302,University Of California-Davis,Tulane University,2.421
r466,4466763,237262,237314,University Of California-Davis,University of Nevada Las Vegas,2.225
r466,4466764,237238,237243,University Of Chicago,Columbia University In The City Of New York,1.712
r466,4466765,237290,237331,University Of Connecticut,Bowling Green State University,1.899
r466,4466768,237242,237235,University Of North Carolina At Chapel Hill,University Of Michigan-Ann Arbor,2.444
r466,4466769,237239,237307,Harvard University,Texas A & M University,1.652
r466,4466772,237241,237296,Stanford University,Purdue University Main Campus,1.939
r466,4466774,237332,237326,University Of Delaware,University of Victoria,4.425
r466,4466775,237252,237312,London School of Economics,Northeastern University,2.79
r466,4466776,237241,237235,Stanford University,University Of Michigan-Ann Arbor,2.006
r466,4466777,237248,237297,Indiana University At Bloomington,State University Of New York At Binghamton,3.935
r466,4466779,237327,237307,University of Edinburgh,Texas A & M University,2.671
r466,4466780,237254,237283,University Of Washington,Boston University,1.839
r466,4466781,237267,237296,Brown University,Purdue University Main Campus,1.739
r466,4466783,237254,237307,University Of Washington,Texas A & M University,1.582
r466,4466784,237322,237280,University Of Missouri - Columbia,Emory University,5.101
r466,4466785,237243,237296,Columbia University In The City Of New York,Purdue University Main Campus,2.101
r466,4466786,237266,237302,University Of California-Santa Barbara,Tulane University,2.046
r466,4466787,237326,237300,University of Victoria,Florida State University,2.491
r466,4466793,237242,237310,University Of North Carolina At Chapel Hill,University of North Carolina at Charlotte,2.666
r466,4466795,237294,237297,Brandeis University,State University Of New York At Binghamton,2.632
r466,4466796,237245,237279,Northwestern University,The New School for Social Research,4.388
r466,4466797,237250,237276,Yale University,McGill University,1.87
r466,4466798,237254,237259,University Of Washington,Johns Hopkins University,1.808
r466,4466800,237249,237301,Cornell University,Temple University,2.111
r466,4466802,237248,237296,Indiana University At Bloomington,Purdue University Main Campus,2.069
r468,4466803,237267,237288,Brown University,University Of California-Santa Cruz,6.719
r468,4466804,237294,237295,Brandeis University,Michigan State University,5.51
r468,4466805,237319,237308,University Of South Carolina Columbia,Australian National University,2.098
r468,4466806,237285,237342,University Of Colorado At Boulder,Georgia State University,3.803
r468,4466807,237267,237262,Brown University,University Of California-Davis,4.363
r468,4466808,237288,237319,University Of California-Santa Cruz,University Of South Carolina Columbia,5.663
r468,4466809,237244,237340,University Of Pennsylvania,Baylor University,2.559
r468,4466811,237245,237235,Northwestern University,University Of Michigan-Ann Arbor,5.319
r469,4466815,237245,237241,Northwestern University,Stanford University,4.406
r469,4466816,237262,237302,University Of California-Davis,Tulane University,3.635
r469,4466817,237252,237241,London School of Economics,Stanford University,3.275
r469,4466818,237253,237323,Penn State University,University Of Miami,2.874
r469,4466819,237266,237301,University Of California-Santa Barbara,Temple University,2.963
r469,4466821,237265,237348,University Of Notre Dame,University of Leeds,2.483
r469,4466822,237252,237299,London School of Economics,State University Of New York At Buffalo,2.026
r469,4466823,237242,237314,University Of North Carolina At Chapel Hill,University of Nevada Las Vegas,2.604
r469,4466825,237239,237265,Harvard University,University Of Notre Dame,2.168
r469,4466827,237247,237263,New York University,University Of Massachusetts Amherst,2.035
r469,4466828,237243,237273,Columbia University In The City Of New York,University of British Columbia,2.464
r469,4466829,237249,237245,Cornell University,Northwestern University,6.514
r469,4466830,237279,237272,The New School for Social Research,State University Of New York At Albany,6.99
r469,4466833,237246,237336,Duke University,Queen's University,3.549
r469,4466834,237261,237256,University Of California-San Diego,University Of Minnesota-Twin Cities,2.22
r469,4466835,237242,237310,University Of North Carolina At Chapel Hill,University of North Carolina at Charlotte,2.574
r469,4466836,237274,237309,University Of Illinois At Chicago,McMaster University,2.337
r469,4466837,237241,237282,Stanford University,University Of Oregon,1.396
r469,4466838,237243,237314,Columbia University In The City Of New York,University of Nevada Las Vegas,10.262
r469,4466840,237243,237287,Columbia University In The City Of New York,University of Pittsburgh,2.499
r469,4466842,237247,237285,New York University,University Of Colorado At Boulder,1.426
r469,4466843,237249,237255,Cornell University,Ohio State University Main Campus,1.691
r469,4466844,237348,237264,University of Leeds,University Of Maryland College Park,2.315
r469,4466845,237255,237332,Ohio State University Main Campus,University Of Delaware,3.362
r469,4466846,237234,237273,University Of California-Berkeley,University of British Columbia,3.855
r469,4466847,237310,237318,University of North Carolina at Charlotte,University Of Nebraska - Lincoln,19.659
r469,4466848,237242,237318,University Of North Carolina At Chapel Hill,University Of Nebraska - Lincoln,1.877
r469,4466849,237280,237297,Emory University,State University Of New York At Binghamton,1.997
r469,4466850,237251,237248,University Of Texas At Austin,Indiana University At Bloomington,5.532
r469,4466851,237252,237265,London School of Economics,University Of Notre Dame,2.111
