id,vote_id,winner_id,loser_id,winner_text,loser_text,response_time_s
r320,4456473,237317,237297,Loyola University Chicago,State University Of New York At Binghamton,2.096
r350,4456474,237237,237287,Princeton University,University of Pittsburgh,8.881
r320,4456475,237254,237306,University Of Washington,North Carolina State University,1.43
r281,4456476,237296,237313,Purdue University Main Campus,University Of Kansas,3.094
r320,4456477,237347,237314,University Of Tennessee,University of Nevada Las Vegas,3.857
r281,4456478,237251,237278,University Of Texas At Austin,University Of Illinois At Urbana-Champaign,3.088
r350,4456479,237265,237268,University Of Notre Dame,University of Toronto,6.398
r320,4456480,237242,237340,University Of North Carolina At Chapel Hill,Baylor University,2.713
r281,4456481,237243,237246,Columbia University In The City Of New York,Duke University,2.293
r281,4456482,237235,237305,University Of Michigan-Ann Arbor,Syracuse University Main Campus,1.374
r320,4456483,237340,237333,Baylor University,Fordham University,1.638
r281,4456484,237310,237284,University of North Carolina at Charlotte,Boston College,1.836
r350,4456485,237276,237255,McGill University,Ohio State University Main Campus,6.398
r281,4456486,237283,237282,Boston University,University Of Oregon,2.79
r281,4456487,237238,237306,University Of Chicago,North Carolina State University,1.63
r281,4456488,237258,237289,University Of Arizona,Sciences Po (Institut Etudes Politiques de Paris),2.172
r281,4456489,237283,237301,Boston University,Temple University,1.901
r350,4456490,237235,237314,University Of Michigan-Ann Arbor,University of Nevada Las Vegas,11.386
r350,4456491,237279,237299,The New School for Social Research,State University Of New York At Buffalo,4.944
r281,4456492,237252,237260,London School of Economics,Rutgers The State University Of New Jersey New Brunswick Campus,6.437
r281,4456493,237277,237331,University Of Southern California,Bowling Green State University,2.217
r350,4456494,237301,237261,Temple University,University Of California-San Diego,4.607
r281,4456495,237294,237348,Brandeis University,University of Leeds,1.334
r350,4456496,237240,237255,University Of California-Los Angeles,Ohio State University Main Campus,5.288
r281,4456497,237272,237326,State University Of New York At Albany,University of Victoria,2.725
r281,4456498,237250,237253,Yale University,Penn State University,1.334
r350,4456499,237305,237294,Syracuse University Main Campus,Brandeis University,2.655
r281,4456500,237237,237263,Princeton University,University Of Massachusetts Amherst,2.731
r350,4456501,237274,237308,University Of Illinois At Chicago,Australian National University,2.562
r281,4456502,237316,237304,University Of Florida,University Of Georgia,1.443
r350,4456503,237241,237285,Stanford University,University Of Colorado At Boulder,2.373
r281,4456504,237243,237297,Columbia University In The City Of New York,State University Of New York At Binghamton,1.886
r350,4456505,237236,237293,University Of Wisconsin-Madison,Arizona State University,2.109
r281,4456506,237234,237347,University Of California-Berkeley,University Of Tennessee,1.672
r350,4456507,237309,237324,McMaster University,George Mason University,3.52
r281,4456508,237247,237323,New York University,University Of Miami,3.603
r350,4456509,237275,237290,University Of Iowa,University Of Connecticut,2.889
r281,4456510,237264,237323,University Of Maryland College Park,University Of Miami,2.864
r350,4456511,237247,237336,New York University,Queen's University,2.396
r281,4456512,237288,237347,University Of California-Santa Cruz,University Of Tennessee,1.949
r281,4456513,237237,237300,Princeton University,Florida State University,2.033
r350,4456514,237288,237307,University Of California-Santa Cruz,Texas A & M University,5.817
r350,4456515,237347,237302,University Of Tennessee,Tulane University,3.327
r350,4456517,237326,237309,University of Victoria,McMaster University,3.455
r281,4456518,237251,237323,University Of Texas At Austin,University Of Miami,1.807
r281,4456519,237245,237263,Northwestern University,University Of Massachusetts Amherst,5.744
r281,4456520,237237,237246,Princeton University,Duke University,1.665
r281,4456521,237242,237309,University Of North Carolina At Chapel Hill,McMaster University,1.72
r281,4456522,237240,237312,University Of California-Los Angeles,Northeastern University,1.387
r281,4456523,237310,237275,University of North Carolina at Charlotte,University Of Iowa,1.741
r281,4456524,237273,237306,University of British Columbia,North Carolina State University,1.721
r281,4456525,237247,237272,New York University,State University Of New York At Albany,3.349
r281,4456526,237265,237285,University Of Notre Dame,University Of Colorado At Boulder,1.864
r281,4456527,237288,237339,University Of California-Santa Cruz,University Of New Mexico Main Campus,3.385
r281,4456528,237304,237340,University Of Georgia,Baylor University,2.108
r281,4456529,237283,237323,Boston University,University Of Miami,7.356
r281,4456530,237275,237331,University Of Iowa,Bowling Green State University,1.607
r281,4456531,237252,237271,London School of Economics,State University Of New York At Stony Brook,2.682
r281,4456532,237282,237266,University Of Oregon,University Of California-Santa Barbara,2.292
r281,4456533,237267,237313,Brown University,University Of Kansas,1.554
r281,4456534,237264,237281,University Of Maryland College Park,University Of Virginia,1.839
r281,4456535,237265,237348,University Of Notre Dame,University of Leeds,1.24
r281,4456536,237244,237309,University Of Pennsylvania,McMaster University,1.154
r281,4456537,237267,237305,Brown University,Syracuse University Main Campus,1.423
r281,4456538,237287,237305,University of Pittsburgh,Syracuse University Main Campus,1.405
r281,4456539,237306,237276,North Carolina State University,McGill University,1.251
r281,4456540,237248,237287,Indiana University At Bloomington,University of Pittsburgh,1.827
r281,4456541,237275,237302,University Of Iowa,Tulane University,2.857
r281,4456542,237259,237333,Johns Hopkins University,Fordham University,1.398
r281,4456543,237249,237267,Cornell University,Brown University,3.449
r281,4456544,237306,237314,North Carolina State University,University of Nevada Las Vegas,1.307
r281,4456545,237270,237300,City University Of New York Grad. Center,Florida State University,3.514
r281,4456546,237238,237276,University Of Chicago,McGill University,1.828
r281,4456547,237264,237299,University Of Maryland College Park,State University Of New York At Buffalo,1.428
r281,4456548,237278,237322,University Of Illinois At Urbana-Champaign,University Of Missouri - Columbia,1.763
r281,4456549,237244,237283,University Of Pennsylvania,Boston University,1.583
r281,4456550,237285,237347,University Of Colorado At Boulder,University Of Tennessee,1.402
r281,4456551,237253,237309,Penn State University,McMaster University,2.178
r281,4456552,237258,237259,University Of Arizona,Johns Hopkins University,3.346
r281,4456553,237297,237317,State University Of New York At Binghamton,Loyola University Chicago,3.462
r281,4456554,237260,237327,Rutgers The State University Of New Jersey New Brunswick Campus,University of Edinburgh,1.456
r281,4456555,237284,237291,Boston College,Washington State University,2.117
r281,4456556,237248,237312,Indiana University At Bloomington,Northeastern University,1.46
r281,4456557,237244,237280,University Of Pennsylvania,Emory University,1.385
r281,4456558,237273,237253,University of British Columbia,Penn State University,1.744
r281,4456559,237245,237319,Northwestern University,University Of South Carolina Columbia,2.37
r281,4456560,237332,237342,University Of Delaware,Georgia State University,2.777
r281,4456562,237235,237252,University Of Michigan-Ann Arbor,London School of Economics,1.918
r281,4456563,237264,237302,University Of Maryland College Park,Tulane University,1.492
r281,4456565,237271,237290,State University Of New York At Stony Brook,University Of Connecticut,2.478
r281,4456566,237270,237298,City University Of New York Grad. Center,University Of California-San Francisco,1.858
r281,4456567,237254,237309,University Of Washington,McMaster University,1.385
r146,4456568,237243,237349,Columbia University In The City Of New York,Virginia Polytechnic Institute And State University,2.025
r146,4456569,237259,237292,Johns Hopkins University,Rice University,2.22
r281,4456570,237288,237292,University Of California-Santa Cruz,Rice University,5.421
r146,4456571,237257,237289,University Of California-Irvine,Sciences Po (Institut Etudes Politiques de Paris),1.763
r281,4456572,237323,237327,University Of Miami,University of Edinburgh,1.89
r146,4456573,237318,237342,University Of Nebraska - Lincoln,Georgia State University,1.972
r281,4456574,237246,237299,Duke University,State University Of New York At Buffalo,1.335
r146,4456575,237333,237348,Fordham University,University of Leeds,2.012
r281,4456576,237248,237308,Indiana University At Bloomington,Australian National University,1.283
r146,4456577,237263,237299,University Of Massachusetts Amherst,State University Of New York At Buffalo,2.035
r281,4456578,237339,237266,University Of New Mexico Main Campus,University Of California-Santa Barbara,1.552
r146,4456579,237241,237310,Stanford University,University of North Carolina at Charlotte,2.534
r281,4456580,237322,237347,University Of Missouri - Columbia,University Of Tennessee,2.744
r281,4456581,237245,237309,Northwestern University,McMaster University,1.224
r281,4456582,237264,237314,University Of Maryland College Park,University of Nevada Las Vegas,1.671
r281,4456583,237261,237304,University Of California-San Diego,University Of Georgia,1.846
r281,4456584,237245,237271,Northwestern University,State University Of New York At Stony Brook,1.465
r281,4456585,237234,237301,University Of California-Berkeley,Temple University,1.545
r281,4456586,237297,237316,State University Of New York At Binghamton,University Of Florida,3.544
r351,4456587,237322,237339,University Of Missouri - Columbia,University Of New Mexico Main Campus,6.134
r281,4456588,237243,237322,Columbia University In The City Of New York,University Of Missouri - Columbia,1.941
r281,4456589,237236,237287,University Of Wisconsin-Madison,University of Pittsburgh,1.827
r281,4456590,237246,237293,Duke University,Arizona State University,1.231
r281,4456591,237279,237291,The New School for Social Research,Washington State University,1.862
r281,4456592,237269,237294,Vanderbilt University,Brandeis University,1.822
r281,4456594,237242,237292,University Of North Carolina At Chapel Hill,Rice University,1.967
r351,4456595,237289,237302,Sciences Po (Institut Etudes Politiques de Paris),Tulane University,3.278
r281,4456596,237316,237336,University Of Florida,Queen's University,2.831
r281,4456597,237249,237264,Cornell University,University Of Maryland College Park,1.638
r281,4456598,237258,237305,University Of Arizona,Syracuse University Main Campus,1.325
r281,4456599,237235,237283,University Of Michigan-Ann Arbor,Boston University,1.435
r281,4456600,237236,237301,University Of Wisconsin-Madison,Temple University,1.65
r281,4456601,237268,237347,University of Toronto,University Of Tennessee,1.604
r281,4456602,237297,237293,State University Of New York At Binghamton,Arizona State University,1.919
r281,4456603,237284,237272,Boston College,State University Of New York At Albany,2.295
r281,4456604,237300,237336,Florida State University,Queen's University,1.678
r281,4456606,237313,237317,University Of Kansas,Loyola University Chicago,2.213
r281,4456607,237256,237339,University Of Minnesota-Twin Cities,University Of New Mexico Main Campus,1.466
r281,4456609,237269,237262,Vanderbilt University,University Of California-Davis,5.6
r351,4456610,237246,237256,Duke University,University Of Minnesota-Twin Cities,4.047
r281,4456611,237256,237312,University Of Minnesota-Twin Cities,Northeastern University,3.84
r351,4456612,237247,237265,New York University,University Of Notre Dame,3.298
r281,4456613,237265,237348,University Of Notre Dame,University of Leeds,1.646
r281,4456614,237251,237283,University Of Texas At Austin,Boston University,1.851
r351,4456615,237251,237333,University Of Texas At Austin,Fordham University,3.997
r281,4456616,237240,237260,University Of California-Los Angeles,Rutgers The State University Of New Jersey New Brunswick Campus,1.296
r281,4456617,237290,237326,University Of Connecticut,University of Victoria,1.78
r281,4456618,237236,237342,University Of Wisconsin-Madison,Georgia State University,1.319
r281,4456619,237323,237317,University Of Miami,Loyola University Chicago,2.019
r281,4456620,237256,237278,University Of Minnesota-Twin Cities,University Of Illinois At Urbana-Champaign,4.07
r281,4456621,237281,237262,University Of Virginia,University Of California-Davis,2.002
r281,4456622,237313,237348,University Of Kansas,University of Leeds,1.668
r351,4456623,237290,237293,University Of Connecticut,Arizona State University,20.151
r281,4456624,237316,237291,University Of Florida,Washington State University,1.654
r351,4456625,237248,237296,Indiana University At Bloomington,Purdue University Main Campus,3.63
r281,4456626,237289,237333,Sciences Po (Institut Etudes Politiques de Paris),Fordham University,2.199
r281,4456627,237262,237301,University Of California-Davis,Temple University,1.741
r281,4456628,237302,237340,Tulane University,Baylor University,1.991
r281,4456629,237234,237282,University Of California-Berkeley,University Of Oregon,1.466
r281,4456631,237238,237333,University Of Chicago,Fordham University,1.381
r281,4456632,237276,237296,McGill University,Purdue University Main Campus,2.132
r281,4456633,237272,237309,State University Of New York At Albany,McMaster University,1.583
r281,4456634,237277,237272,University Of Southern California,State University Of New York At Albany,2.416
r281,4456635,237239,237284,Harvard University,Boston College,1.8
r281,4456636,237250,237270,Yale University,City University Of New York Grad. Center,1.726
r281,4456637,237273,237270,University of British Columbia,City University Of New York Grad. Center,2.076
r281,4456639,237291,237305,Washington State University,Syracuse University Main Campus,2.341
r281,4456640,237256,237293,University Of Minnesota-Twin Cities,Arizona State University,1.796
r281,4456642,237296,237348,Purdue University Main Campus,University of Leeds,2.133
r281,4456644,237274,237317,University Of Illinois At Chicago,Loyola University Chicago,2.298
r281,4456645,237259,237307,Johns Hopkins University,Texas A & M University,1.466
r281,4456646,237249,237267,Cornell University,Brown University,1.419
r281,4456647,237299,237295,State University Of New York At Buffalo,Michigan State University,2.086
r281,4456648,237259,237314,Johns Hopkins University,University of Nevada Las Vegas,1.521
r281,4456649,237291,237342,Washington State University,Georgia State University,2.432
r281,4456650,237301,237313,Temple University,University Of Kansas,1.741
r281,4456651,237242,237316,University Of North Carolina At Chapel Hill,University Of Florida,1.23
r281,4456652,237265,237261,University Of Notre Dame,University Of California-San Diego,4.152
r281,4456653,237284,237286,Boston College,University Of California-Riverside,1.622
r281,4456654,237285,237297,University Of Colorado At Boulder,State University Of New York At Binghamton,1.679
r281,4456655,237263,237331,University Of Massachusetts Amherst,Bowling Green State University,1.736
r281,4456656,237238,237243,University Of Chicago,Columbia University In The City Of New York,6.694
r281,4456657,237281,237340,University Of Virginia,Baylor University,4.54
r281,4456658,237301,237342,Temple University,Georgia State University,4.072
r98,4456659,237247,237280,New York University,Emory University,1.83
r98,4456660,237270,237278,City University Of New York Grad. Center,University Of Illinois At Urbana-Champaign,2.791
r281,4456661,237313,237318,University Of Kansas,University Of Nebraska - Lincoln,5.957
r281,4456662,237242,237347,University Of North Carolina At Chapel Hill,University Of Tennessee,1.253
r281,4456663,237285,237266,University Of Colorado At Boulder,University Of California-Santa Barbara,2.603
r281,4456664,237282,237336,University Of Oregon,Queen's University,1.349
r281,4456665,237241,237270,Stanford University,City University Of New York Grad. Center,1.653
r281,4456666,237240,237313,University Of California-Los Angeles,University Of Kansas,1.399
r281,4456667,237302,237307,Tulane University,Texas A & M University,1.636
r281,4456668,237259,237261,Johns Hopkins University,University Of California-San Diego,1.393
r281,4456669,237248,237322,Indiana University At Bloomington,University Of Missouri - Columbia,1.567
r281,4456670,237264,237301,University Of Maryland College Park,Temple University,1.427
r281,4456671,237257,237266,University Of California-Irvine,University Of California-Santa Barbara,2.057
r4,4456679,237237,237310,Princeton University,University of North Carolina at Charlotte,5.894
r4,4456680,237248,237293,Indiana University At Bloomington,Arizona State University,8.694
r4,4456681,237242,237347,University Of North Carolina At Chapel Hill,University Of Tennessee,2.456
r4,4456682,237234,237336,University Of California-Berkeley,Queen's University,3.805
r352,4456684,237298,237308,University Of California-San Francisco,Australian National University,3.196
r352,4456686,237268,237300,University of Toronto,Florida State University,1.71
r352,4456687,237235,237339,University Of Michigan-Ann Arbor,University Of New Mexico Main Campus,2.222
r352,4456688,237277,237282,University Of Southern California,University Of Oregon,1.909
r352,4456689,237243,237347,Columbia University In The City Of New York,University Of Tennessee,2.323
r352,4456691,237243,237258,Columbia University In The City Of New York,University Of Arizona,2.45
r352,4456693,237277,237306,University Of Southern California,North Carolina State University,1.854
r352,4456694,237297,237318,State University Of New York At Binghamton,University Of Nebraska - Lincoln,2.32
r352,4456695,237242,237316,University Of North Carolina At Chapel Hill,University Of Florida,2.25
r352,4456697,237279,237347,The New School for Social Research,University Of Tennessee,1.527
r352,4456698,237281,237297,University Of Virginia,State University Of New York At Binghamton,1.593
r352,4456700,237246,237275,Duke University,University Of Iowa,1.486
r119,4456701,237237,237269,Princeton University,Vanderbilt University,2.042
r352,4456702,237273,237283,University of British Columbia,Boston University,2.473
r352,4456703,237252,237306,London School of Economics,North Carolina State University,1.402
r119,4456704,237251,237253,University Of Texas At Austin,Penn State University,2.281
r119,4456705,237252,237299,London School of Economics,State University Of New York At Buffalo,3.576
r119,4456706,237244,237278,University Of Pennsylvania,University Of Illinois At Urbana-Champaign,1.572
r119,4456708,237261,237305,University Of California-San Diego,Syracuse University Main Campus,1.906
r119,4456709,237243,237271,Columbia University In The City Of New York,State University Of New York At Stony Brook,1.792
r119,4456711,237265,237250,University Of Notre Dame,Yale University,5.08
r119,4456712,237286,237283,University Of California-Riverside,Boston University,1.669
r119,4456713,237306,237287,North Carolina State University,University of Pittsburgh,2.629
r119,4456714,237253,237291,Penn State University,Washington State University,1.233
r353,4456715,237263,237250,University Of Massachusetts Amherst,Yale University,7.674
r119,4456716,237274,237347,University Of Illinois At Chicago,University Of Tennessee,1.652
r353,4456717,237234,237300,University Of California-Berkeley,Florida State University,2.849
r119,4456718,237297,237333,State University Of New York At Binghamton,Fordham University,2.324
r353,4456719,237342,237333,Georgia State University,Fordham University,3.821
r119,4456720,237275,237294,University Of Iowa,Brandeis University,1.863
r119,4456721,237299,237326,State University Of New York At Buffalo,University of Victoria,1.427
r353,4456722,237264,237331,University Of Maryland College Park,Bowling Green State University,2.717
r119,4456723,237244,237336,University Of Pennsylvania,Queen's University,1.212
r353,4456724,237263,237326,University Of Massachusetts Amherst,University of Victoria,3.536
r353,4456725,237247,237313,New York University,University Of Kansas,2.639
r353,4456727,237267,237308,Brown University,Australian National University,1.878
r353,4456729,237253,237262,Penn State University,University Of California-Davis,6.416
r119,4456730,237317,237288,Loyola University Chicago,University Of California-Santa Cruz,3.258
r353,4456731,237342,237326,Georgia State University,University of Victoria,2.851
r353,4456732,237267,237333,Brown University,Fordham University,2.767
r119,4456733,237250,237267,Yale University,Brown University,3.894
r353,4456734,237291,237312,Washington State University,Northeastern University,3.808
r119,4456735,237264,237260,University Of Maryland College Park,Rutgers The State University Of New Jersey New Brunswick Campus,3.043
r119,4456736,237267,237298,Brown University,University Of California-San Francisco,1.613
r353,4456737,237277,237307,University Of Southern California,Texas A & M University,4.161
r119,4456738,237294,237349,Brandeis University,Virginia Polytechnic Institute And State University,2.247
r119,4456739,237242,237262,University Of North Carolina At Chapel Hill,University Of California-Davis,1.696
r119,4456740,237260,237318,Rutgers The State University Of New Jersey New Brunswick Campus,University Of Nebraska - Lincoln,2.922
r353,4456742,237241,237282,Stanford University,University Of Oregon,2.221
r353,4456743,237266,237336,University Of California-Santa Barbara,Queen's University,2.106
r353,4456744,237238,237339,University Of Chicago,University Of New Mexico Main Campus,2.062
r353,4456745,237244,237291,University Of Pennsylvania,Washington State University,5.883
r353,4456746,237243,237256,Columbia University In The City Of New York,University Of Minnesota-Twin Cities,2.129
r353,4456747,237260,237316,Rutgers The State University Of New Jersey New Brunswick Campus,University Of Florida,3.067
r353,4456748,237269,237275,Vanderbilt University,University Of Iowa,2.316
r353,4456749,237294,237312,Brandeis University,Northeastern University,2.375
r354,4456750,237301,237331,Temple University,Bowling Green State University,4.477
r353,4456751,237291,237349,Washington State University,Virginia Polytechnic Institute And State University,3.587
r353,4456752,237246,237290,Duke University,University Of Connecticut,1.972
r353,4456753,237261,237349,University Of California-San Diego,Virginia Polytechnic Institute And State University,4.296
r353,4456754,237265,237273,University Of Notre Dame,University of British Columbia,2.005
r353,4456755,237272,237280,State University Of New York At Albany,Emory University,4.536
r353,4456756,237246,237349,Duke University,Virginia Polytechnic Institute And State University,2.071
r353,4456758,237264,237245,University Of Maryland College Park,Northwestern University,2.569
r353,4456759,237316,237296,University Of Florida,Purdue University Main Campus,2.763
r353,4456760,237237,237279,Princeton University,The New School for Social Research,2.746
r353,4456761,237295,237333,Michigan State University,Fordham University,8.346
r353,4456762,237282,237314,University Of Oregon,University of Nevada Las Vegas,7.764
r353,4456763,237236,237309,University Of Wisconsin-Madison,McMaster University,2.104
r353,4456764,237302,237322,Tulane University,University Of Missouri - Columbia,4.537
r353,4456765,237247,237291,New York University,Washington State University,2.225
r353,4456766,237285,237268,University Of Colorado At Boulder,University of Toronto,4.808
r353,4456767,237292,237306,Rice University,North Carolina State University,3.789
r355,4456768,237242,237331,University Of North Carolina At Chapel Hill,Bowling Green State University,1.916
r353,4456769,237242,237269,University Of North Carolina At Chapel Hill,Vanderbilt University,1.959
r353,4456770,237264,237271,University Of Maryland College Park,State University Of New York At Stony Brook,6.662
r355,4456773,237240,237284,University Of California-Los Angeles,Boston College,2.785
r355,4456774,237236,237267,University Of Wisconsin-Madison,Brown University,2.037
r353,4456775,237256,237305,University Of Minnesota-Twin Cities,Syracuse University Main Campus,5.42
r355,4456776,237244,237293,University Of Pennsylvania,Arizona State University,3.955
r353,4456777,237276,237284,McGill University,Boston College,3.671
r355,4456778,237260,237340,Rutgers The State University Of New Jersey New Brunswick Campus,Baylor University,2.81
r353,4456779,237277,237285,University Of Southern California,University Of Colorado At Boulder,7.601
r353,4456780,237250,237298,Yale University,University Of California-San Francisco,2.428
r353,4456781,237313,237287,University Of Kansas,University of Pittsburgh,3.721
r353,4456782,237342,237276,Georgia State University,McGill University,3.181
r353,4456783,237293,237282,Arizona State University,University Of Oregon,5.055
r353,4456785,237274,237282,University Of Illinois At Chicago,University Of Oregon,2.226
r353,4456787,237288,237273,University Of California-Santa Cruz,University of British Columbia,3.762
r102,4456788,237314,237278,University of Nevada Las Vegas,University Of Illinois At Urbana-Champaign,3.237
r102,4456789,237260,237323,Rutgers The State University Of New Jersey New Brunswick Campus,University Of Miami,2.081
r102,4456790,237336,237252,Queen's University,London School of Economics,1.573
r353,4456791,237274,237238,University Of Illinois At Chicago,University Of Chicago,7.817
r102,4456793,237312,237243,Northeastern University,Columbia University In The City Of New York,1.405
r102,4456795,237275,237248,University Of Iowa,Indiana University At Bloomington,1.329
r353,4456796,237266,237268,University Of California-Santa Barbara,University of Toronto,2.73
r355,4456797,237250,237296,Yale University,Purdue University Main Campus,1.599
r102,4456798,237280,237236,Emory University,University Of Wisconsin-Madison,1.693
r355,4456800,237244,237331,University Of Pennsylvania,Bowling Green State University,1.374
r353,4456801,237271,237307,State University Of New York At Stony Brook,Texas A & M University,3.222
r102,4456802,237331,237304,Bowling Green State University,University Of Georgia,2.736
r353,4456803,237267,237327,Brown University,University of Edinburgh,1.996
r102,4456804,237301,237298,Temple University,University Of California-San Francisco,2.803
r353,4456805,237274,237333,University Of Illinois At Chicago,Fordham University,3.654
r102,4456806,237284,237301,Boston College,Temple University,1.913
r353,4456807,237275,237317,University Of Iowa,Loyola University Chicago,2.299
r102,4456810,237319,237324,University Of South Carolina Columbia,George Mason University,5.644
r102,4456812,237312,237285,Northeastern University,University Of Colorado At Boulder,1.556
r102,4456813,237322,237296,University Of Missouri - Columbia,Purdue University Main Campus,2.062
r102,4456815,237308,237342,Australian National University,Georgia State University,1.243
r102,4456816,237331,237262,Bowling Green State University,University Of California-Davis,1.956
r102,4456819,237302,237304,Tulane University,University Of Georgia,1.734
r353,4456820,237263,237326,University Of Massachusetts Amherst,University of Victoria,1.969
r353,4456822,237301,237308,Temple University,Australian National University,1.901
r102,4456823,237295,237306,Michigan State University,North Carolina State University,2.695
r102,4456825,237331,237251,Bowling Green State University,University Of Texas At Austin,1.757
r353,4456829,237269,237336,Vanderbilt University,Queen's University,3.228
r102,4456830,237236,237234,University Of Wisconsin-Madison,University Of California-Berkeley,15.743
r353,4456831,237271,237318,State University Of New York At Stony Brook,University Of Nebraska - Lincoln,6.468
r353,4456832,237238,237246,University Of Chicago,Duke University,2.691
r102,4456833,237264,237301,University Of Maryland College Park,Temple University,9.498
r102,4456834,237332,237237,University Of Delaware,Princeton University,1.429
r102,4456835,237273,237263,University of British Columbia,University Of Massachusetts Amherst,1.602
r102,4456836,237313,237316,University Of Kansas,University Of Florida,1.255
r102,4456837,237324,237238,George Mason University,University Of Chicago,1.446
r102,4456838,237287,237240,University of Pittsburgh,University Of California-Los Angeles,3.208
r102,4456839,237284,237300,Boston College,Florida State University,1.318
r102,4456840,237286,237284,University Of California-Riverside,Boston College,1.584
r102,4456841,237336,237304,Queen's University,University Of Georgia,1.484
r102,4456842,237272,237318,State University Of New York At Albany,University Of Nebraska - Lincoln,1.534
r102,4456843,237318,237259,University Of Nebraska - Lincoln,Johns Hopkins University,1.363
r102,4456844,237308,237274,Australian National University,University Of Illinois At Chicago,1.665
r102,4456845,237339,237263,University Of New Mexico Main Campus,University Of Massachusetts Amherst,2.015
r102,4456846,237310,237238,University of North Carolina at Charlotte,University Of Chicago,2.71
r102,4456847,237274,237278,University Of Illinois At Chicago,University Of Illinois At Urbana-Champaign,3.47
r102,4456848,237283,237249,Boston University,Cornell University,1.234
r102,4456849,237342,237249,Georgia State University,Cornell University,1.371
r102,4456850,237280,237251,Emory University,University Of Texas At Austin,1.36
r102,4456851,237263,237241,University Of Massachusetts Amherst,Stanford University,2.775
r102,4456852,237307,237256,Texas A & M University,University Of Minnesota-Twin Cities,1.518
r102,4456853,237347,237242,University Of Tennessee,University Of North Carolina At Chapel Hill,1.584
r102,4456854,237274,237301,University Of Illinois At Chicago,Temple University,1.651
r102,4456855,237319,237298,University Of South Carolina Columbia,University Of California-San Francisco,3.406
r102,4456856,237252,237245,London School of Economics,Northwestern University,1.731
r102,4456857,237342,237255,Georgia State University,Ohio State University Main Campus,1.551
r102,4456858,237282,237269,University Of Oregon,Vanderbilt University,1.722
r102,4456859,237307,237301,Texas A & M University,Temple University,1.384
r102,4456860,237319,237297,University Of South Carolina Columbia,State University Of New York At Binghamton,2.091
r102,4456861,237263,237234,University Of Massachusetts Amherst,University Of California-Berkeley,1.657
r79,4456862,237256,237299,University Of Minnesota-Twin Cities,State University Of New York At Buffalo,1.639
r102,4456864,237246,237308,Duke University,Australian National University,2.011
r79,4456865,237293,237295,Arizona State University,Michigan State University,8.12
r102,4456866,237289,237267,Sciences Po (Institut Etudes Politiques de Paris),Brown University,1.824
r79,4456867,237300,237319,Florida State University,University Of South Carolina Columbia,2.284
r102,4456868,237273,237245,University of British Columbia,Northwestern University,1.582
r79,4456869,237283,237308,Boston University,Australian National University,1.297
r102,4456870,237262,237265,University Of California-Davis,University Of Notre Dame,2.453
r79,4456872,237280,237309,Emory University,McMaster University,2.135
r79,4456873,237236,237286,University Of Wisconsin-Madison,University Of California-Riverside,1.485
r102,4456874,237243,237237,Columbia University In The City Of New York,Princeton University,3.477
r79,4456875,237262,237310,University Of California-Davis,University of North Carolina at Charlotte,1.81
r102,4456876,237294,237298,Brandeis University,University Of California-San Francisco,2.476
r356,4456877,237262,237249,University Of California-Davis,Cornell University,4.602
r79,4456878,237265,237305,University Of Notre Dame,Syracuse University Main Campus,1.494
r102,4456879,237318,237243,University Of Nebraska - Lincoln,Columbia University In The City Of New York,1.472
r356,4456881,237264,237253,University Of Maryland College Park,Penn State University,1.828
r102,4456882,237291,237276,Washington State University,McGill University,1.625
r356,4456883,237274,237288,University Of Illinois At Chicago,University Of California-Santa Cruz,2.081
r102,4456884,237304,237333,University Of Georgia,Fordham University,1.538
r356,4456886,237317,237288,Loyola University Chicago,University Of California-Santa Cruz,1.907
r102,4456888,237286,237298,University Of California-Riverside,University Of California-San Francisco,2.073
r102,4456889,237286,237253,University Of California-Riverside,Penn State University,1.823
r356,4456891,237241,237277,Stanford University,University Of Southern California,4.314
r102,4456892,237326,237318,University of Victoria,University Of Nebraska - Lincoln,1.876
r102,4456895,237289,237251,Sciences Po (Institut Etudes Politiques de Paris),University Of Texas At Austin,1.41
r356,4456896,237270,237347,City University Of New York Grad. Center,University Of Tennessee,3.053
r79,4456897,237298,237308,University Of California-San Francisco,Australian National University,1.5
r102,4456898,237318,237248,University Of Nebraska - Lincoln,Indiana University At Bloomington,1.514
r102,4456899,237272,237283,State University Of New York At Albany,Boston University,1.626
r356,4456900,237323,237333,University Of Miami,Fordham University,3.405
r79,4456901,237267,237273,Brown University,University of British Columbia,2.589
r102,4456903,237306,237316,North Carolina State University,University Of Florida,1.548
r356,4456904,237285,237323,University Of Colorado At Boulder,University Of Miami,1.959
r79,4456905,237245,237272,Northwestern University,State University Of New York At Albany,1.484
r102,4456906,237257,237253,University Of California-Irvine,Penn State University,1.69
r79,4456907,237300,237323,Florida State University,University Of Miami,1.401
r356,4456908,237241,237304,Stanford University,University Of Georgia,3.813
r102,4456909,237349,237235,Virginia Polytechnic Institute And State University,University Of Michigan-Ann Arbor,1.539
r79,4456910,237279,237339,The New School for Social Research,University Of New Mexico Main Campus,1.67
r102,4456911,237304,237235,University Of Georgia,University Of Michigan-Ann Arbor,1.336
r356,4456912,237238,237326,University Of Chicago,University of Victoria,1.819
r79,4456913,237314,237308,University of Nevada Las Vegas,Australian National University,1.502
r102,4456914,237259,237236,Johns Hopkins University,University Of Wisconsin-Madison,1.863
